id,set,target
image_415.jpg,train,motorbike
image_394.jpg,train,motorbike
image_409.jpg,train,motorbike
image_389.jpg,train,motorbike
image_396.jpg,train,motorbike
image_391.jpg,train,motorbike
image_412.jpg,train,motorbike
image_405.jpg,train,motorbike
image_392.jpg,train,motorbike
image_411.jpg,train,motorbike
image_235.jpg,train,chair
image_245.jpg,train,chair
image_225.jpg,train,chair
image_227.jpg,train,chair
image_229.jpg,train,chair
image_254.jpg,train,chair
image_246.jpg,train,chair
image_250.jpg,train,chair
image_248.jpg,train,chair
image_240.jpg,train,chair
image_586.jpg,train,tvmonitor
image_593.jpg,train,tvmonitor
image_580.jpg,train,tvmonitor
image_591.jpg,train,tvmonitor
image_602.jpg,train,tvmonitor
image_606.jpg,train,tvmonitor
image_582.jpg,train,tvmonitor
image_583.jpg,train,tvmonitor
image_589.jpg,train,tvmonitor
image_581.jpg,train,tvmonitor
image_272.jpg,train,cow
image_288.jpg,train,cow
image_282.jpg,train,cow
image_267.jpg,train,cow
image_263.jpg,train,cow
image_258.jpg,train,cow
image_274.jpg,train,cow
image_260.jpg,train,cow
image_270.jpg,train,cow
image_281.jpg,train,cow
image_224.jpg,train,car
image_216.jpg,train,car
image_215.jpg,train,car
image_194.jpg,train,car
image_196.jpg,train,car
image_220.jpg,train,car
image_201.jpg,train,car
image_213.jpg,train,car
image_212.jpg,train,car
image_210.jpg,train,car
image_486.jpg,train,sheep
image_488.jpg,train,sheep
image_507.jpg,train,sheep
image_494.jpg,train,sheep
image_504.jpg,train,sheep
image_508.jpg,train,sheep
image_483.jpg,train,sheep
image_505.jpg,train,sheep
image_510.jpg,train,sheep
image_492.jpg,train,sheep
image_346.jpg,train,dog
image_330.jpg,train,dog
image_345.jpg,train,dog
image_327.jpg,train,dog
image_328.jpg,train,dog
image_351.jpg,train,dog
image_340.jpg,train,dog
image_323.jpg,train,dog
image_342.jpg,train,dog
image_326.jpg,train,dog
image_142.jpg,train,bottle
image_140.jpg,train,bottle
image_134.jpg,train,bottle
image_149.jpg,train,bottle
image_150.jpg,train,bottle
image_143.jpg,train,bottle
image_130.jpg,train,bottle
image_132.jpg,train,bottle
image_135.jpg,train,bottle
image_137.jpg,train,bottle
image_180.jpg,train,bus
image_174.jpg,train,bus
image_183.jpg,train,bus
image_166.jpg,train,bus
image_169.jpg,train,bus
image_178.jpg,train,bus
image_170.jpg,train,bus
image_191.jpg,train,bus
image_175.jpg,train,bus
image_182.jpg,train,bus
image_314.jpg,train,diningtable
image_291.jpg,train,diningtable
image_299.jpg,train,diningtable
image_316.jpg,train,diningtable
image_289.jpg,train,diningtable
image_293.jpg,train,diningtable
image_305.jpg,train,diningtable
image_303.jpg,train,diningtable
image_306.jpg,train,diningtable
image_298.jpg,train,diningtable
image_445.jpg,train,person
image_430.jpg,train,person
image_435.jpg,train,person
image_447.jpg,train,person
image_446.jpg,train,person
image_440.jpg,train,person
image_418.jpg,train,person
image_426.jpg,train,person
image_434.jpg,train,person
image_432.jpg,train,person
image_57.jpg,train,bicycle
image_45.jpg,train,bicycle
image_34.jpg,train,bicycle
image_53.jpg,train,bicycle
image_36.jpg,train,bicycle
image_48.jpg,train,bicycle
image_47.jpg,train,bicycle
image_35.jpg,train,bicycle
image_39.jpg,train,bicycle
image_59.jpg,train,bicycle
image_101.jpg,train,boat
image_97.jpg,train,boat
image_102.jpg,train,boat
image_99.jpg,train,boat
image_111.jpg,train,boat
image_103.jpg,train,boat
image_125.jpg,train,boat
image_100.jpg,train,boat
image_109.jpg,train,boat
image_113.jpg,train,boat
image_77.jpg,train,bird
image_94.jpg,train,bird
image_69.jpg,train,bird
image_80.jpg,train,bird
image_95.jpg,train,bird
image_86.jpg,train,bird
image_75.jpg,train,bird
image_79.jpg,train,bird
image_92.jpg,train,bird
image_76.jpg,train,bird
image_10.jpg,train,aeroplane
image_21.jpg,train,aeroplane
image_18.jpg,train,aeroplane
image_19.jpg,train,aeroplane
image_2.jpg,train,aeroplane
image_6.jpg,train,aeroplane
image_16.jpg,train,aeroplane
image_11.jpg,train,aeroplane
image_5.jpg,train,aeroplane
image_4.jpg,train,aeroplane
image_564.jpg,train,train
image_563.jpg,train,train
image_568.jpg,train,train
image_556.jpg,train,train
image_565.jpg,train,train
image_561.jpg,train,train
image_557.jpg,train,train
image_552.jpg,train,train
image_558.jpg,train,train
image_555.jpg,train,train
image_359.jpg,train,horse
image_364.jpg,train,horse
image_374.jpg,train,horse
image_369.jpg,train,horse
image_356.jpg,train,horse
image_376.jpg,train,horse
image_384.jpg,train,horse
image_366.jpg,train,horse
image_383.jpg,train,horse
image_381.jpg,train,horse
image_452.jpg,train,pottedplant
image_466.jpg,train,pottedplant
image_474.jpg,train,pottedplant
image_449.jpg,train,pottedplant
image_462.jpg,train,pottedplant
image_476.jpg,train,pottedplant
image_471.jpg,train,pottedplant
image_477.jpg,train,pottedplant
image_455.jpg,train,pottedplant
image_454.jpg,train,pottedplant
image_532.jpg,train,sofa
image_515.jpg,train,sofa
image_519.jpg,train,sofa
image_537.jpg,train,sofa
image_540.jpg,train,sofa
image_527.jpg,train,sofa
image_514.jpg,train,sofa
image_531.jpg,train,sofa
image_543.jpg,train,sofa
image_534.jpg,train,sofa
generated_0_6.jpg,train,cat
generated_0_0.jpg,train,cat
generated_0_15.jpg,train,cat
generated_0_9.jpg,train,cat
generated_0_28.jpg,train,cat
generated_0_5.jpg,train,cat
generated_0_21.jpg,train,cat
generated_0_17.jpg,train,cat
generated_0_12.jpg,train,cat
generated_0_30.jpg,train,cat
